n_tokens	n_chars	n_stopwords	n_lexical_w	n_adj	n_adv	n_prep	n_demostrativ	n_numerals	foreign_w	coo_conj	sub_conj	n_prop_nouns	n_nouns	n_pronouns	negations	n_verbs	sub_purpose	len_purpose	sub_reason	len_reason	sub_cond	sub_konsek	sub_temp	sub_modal	sub_rel	sub_konsess	sub_advers	modals	ich_fin_v_constr	adj_sein	complex_sent	simpl_sent	claims	supports	disourse_markers	konjuktive	modality_words	personalizing	distansing	present	future	past	neutral	negative	positive	intense_pos	intense_neg	ohne_gegen	nie	sentiment_shifters	intenifiers	intensed	part_w_adj	question_words	das_ist	remembering	understaning	applying	evaluate	analyze	create	cognition	index	gibbs_0	sentiment_0	gibbs_1	sentiment_1	topic_10.0	topic_11.0	topic_12.0	topic_18.0	gibbs_2	sentiment_2	gibbs_3	sentiment_3	gibbs_4	sentiment_4	topic_4.0	label	topic_13.0	topic_14.0	gibbs_5	sentiment_5	sentiment_6	topic_8.0	topic_-1.0	topic_9.0	topic_17.0	topic_19.0	topic_15.0	topic_0.0	topic_6.0	topic_5.0	topic_7.0	topic_3.0	topic_1.0	topic_2.0
0.01836327345309382	0.01631307581776687	0.012027491408934705	0.024233784746970785	0.03289473684210526	0.010416666666666666	0.00956937799043061	0.020000000000000007	0.0	0.0032258064516129032	0.0	0.0	0.017543859649122803	0.01535087719298245	0.018987341772151906	0.05263157894736842	0.022959183673469403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04166666666666666	0.0	0.0	0.029411764705882353	0.0	0.01388888888888889	0.03703703703703703	0.02380952380952381	0.01666666666666667	0.0	0.015873015873015865	0.0	0.04166666666666667	0.018181818181818174	0.0	0.009433962264150948	0.0	0.0	0.0	0.0	0.03846153846153846	0.06578947368421052	0.037500000000000006	0.0189873417721519	0.052631578947368425	0.16666666666666669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	5.0	5.0	0.0	0.0	5.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.13532934131736526	0.11190939058405881	0.01890034364261168	0.2273699215965788	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04945054945054945	0.0	0.0	0.0	0.03373015873015873	0.03703703703703703	0.0	0.0	0.0	0.1746031746031746	0.0	0.03333333333333333	0.15033259423503323	0.06060606060606062	0.01886792452830188	0.0	0.0	0.0	0.0	0.0	0.039473684210526314	0.02500000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	5.0	3.0	3.0	6.0	0.0	3.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.043912175648702596	0.04572732651508748	0.03436426116838487	0.05131860299358518	0.05921052631578949	0.10416666666666667	0.028708133971291856	0.0	0.0	0.009677419354838708	0.030000000000000006	0.012658227848101257	0.0	0.03508771929824561	0.041139240506329125	0.10526315789473684	0.05102040816326531	0.0	0.0	0.09523809523809522	0.06321839080459771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.016483516483516477	0.03333333333333333	0.058823529411764705	0.0303030303030303	0.045634920634920625	0.0	0.04761904761904762	0.1	0.0	0.015873015873015865	0.0	0.05833333333333334	0.04390243902439024	0.09090909090909093	0.009433962264150948	0.09090909090909091	0.0	0.0	0.0	0.07692307692307691	0.17105263157894737	0.05	0.04113924050632911	0.10526315789473685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	9.0	0.0	2.0	0.0	1.0	1.0	1.0	6.0	1.0	2.0	1.0	9.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.045508982035928146	0.048347561490998225	0.0395189003436426	0.04989308624376338	0.09210526315789476	0.07291666666666666	0.03349282296650717	0.0	0.0	0.0032258064516129032	0.030000000000000006	0.012658227848101257	0.0	0.03508771929824561	0.05063291139240507	0.10526315789473684	0.06377551020408163	0.0	0.0	0.09523809523809522	0.09195402298850575	0.0	0.0	0.045454545454545456	0.0	0.021276595744680854	0.0	0.0	0.0	0.0	0.16666666666666666	0.021978021978021983	0.02222222222222222	0.08823529411764705	0.0303030303030303	0.04761904761904762	0.03703703703703703	0.0	0.1	0.14285714285714285	0.03174603174603173	0.0	0.08333333333333334	0.041241685144124164	0.0	0.05660377358490566	0.18181818181818182	0.0	0.0	0.0	0.11538461538461538	0.10526315789473684	0.07500000000000001	0.05063291139240507	0.10526315789473685	0.0	0.0	0.125	0.07142857142857142	0.0	0.0	0.0	0.08333333333333333	0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	8.0	7.0	0.0	0.0	5.0	0.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0970059880239521	0.10895106077254668	0.08333333333333331	0.10548823948681398	0.13157894736842105	0.125	0.06698564593301434	0.020000000000000007	0.0	0.025806451612903226	0.11	0.05063291139240506	0.03508771929824561	0.08333333333333334	0.06645569620253165	0.15789473684210525	0.14795918367346939	0.05555555555555556	0.02941176470588236	0.14285714285714285	0.14942528735632182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.05494505494505495	0.07777777777777778	0.029411764705882353	0.0606060606060606	0.10119047619047619	0.03703703703703703	0.0	0.21666666666666665	0.2857142857142857	0.015873015873015865	0.0	0.10833333333333334	0.10110864745011085	0.09090909090909093	0.03773584905660377	0.0	0.5	0.0	0.0	0.15384615384615383	0.039473684210526314	0.06250000000000001	0.06645569620253165	0.15789473684210528	0.0	0.0	0.0625	0.14285714285714285	0.0	0.0	0.0	0.08333333333333333	0	9.0	0.0	1.0	1.0	0.0	5.0	0.0	11.0	7.0	5.0	3.0	9.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.04151696606786427	0.041585664778970494	0.03350515463917525	0.047754811119030655	0.06578947368421052	0.08333333333333333	0.043062200956937795	0.06	0.03703703703703704	0.0	0.020000000000000004	0.02531645569620253	0.017543859649122803	0.03728070175438596	0.025316455696202538	0.10526315789473684	0.045918367346938785	0.0	0.0	0.04761904761904761	0.011494252873563229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04166666666666666	0.010989010989010983	0.03333333333333333	0.058823529411764705	0.01515151515151515	0.04761904761904762	0.0	0.02380952380952381	0.03333333333333334	0.14285714285714285	0.03174603174603173	0.0	0.03333333333333333	0.03946784922394678	0.21212121212121213	0.009433962264150948	0.0	0.5	0.0	0.0	0.11538461538461538	0.13157894736842105	0.037500000000000006	0.025316455696202538	0.10526315789473685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6.0	0.0	1.0	2.0	0.0	1.0	1.0	5.0	2.0	2.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.014770459081836341	0.011748795537148157	0.013745704467353948	0.01639344262295082	0.01973684210526317	0.020833333333333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006578947368421059	0.03164556962025317	0.0	0.025510204081632664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029411764705882353	0.0	0.0039682539682539715	0.0	0.02380952380952381	0.06666666666666667	0.0	0.0	0.07692307692307691	0.04166666666666667	0.009756097560975598	0.03030303030303031	0.009433962264150948	0.0	0.0	0.0	0.0	0.11538461538461538	0.039473684210526314	0.012500000000000011	0.03164556962025316	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0909090909090909	0.0	0.055555555555555546	0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	2.0	0.0	8.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.037125748502994015	0.0412475699433691	0.022336769759450165	0.049180327868852465	0.07236842105263158	0.041666666666666664	0.03349282296650717	0.0	0.03703703703703704	0.009677419354838708	0.020000000000000004	0.0	0.0	0.04824561403508772	0.012658227848101276	0.15789473684210525	0.033163265306122444	0.0	0.0	0.04761904761904761	0.02298850574712644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.058823529411764705	0.04166666666666666	0.010989010989010983	0.01111111111111111	0.029411764705882353	0.01515151515151515	0.03968253968253968	0.0	0.04761904761904762	0.03333333333333334	0.0	0.015873015873015865	0.0	0.04166666666666667	0.030598669623059863	0.03030303030303031	0.01886792452830188	0.0	0.0	0.0	0.0	0.11538461538461538	0.07894736842105263	0.05	0.01265822784810126	0.15789473684210528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	4.0	4.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.13572854291417166	0.14132364128137942	0.13144329896907214	0.1347113328581611	0.24342105263157898	0.26041666666666663	0.08612440191387559	0.22	0.0	0.012903225806451611	0.09000000000000001	0.13924050632911392	0.03508771929824561	0.09649122807017545	0.11075949367088608	0.3157894736842105	0.17091836734693874	0.16666666666666669	0.08235294117647059	0.19047619047619044	0.21264367816091953	0.19999999999999998	0.0	0.0	0.0	0.0425531914893617	0.4000000000000001	0.0	0.0	0.058823529411764705	0.25	0.11538461538461539	0.09999999999999999	0.058823529411764705	0.19696969696969693	0.12103174603174603	0.07407407407407406	0.04761904761904762	0.21666666666666665	0.2857142857142857	0.14285714285714285	0.0	0.11666666666666668	0.12549889135254988	0.06060606060606062	0.0660377358490566	0.2727272727272727	1.0	0.0	0.0	0.1923076923076923	0.3026315789473684	0.30000000000000004	0.11075949367088608	0.31578947368421056	0.16666666666666669	0.05882352941176471	0.0625	0.07142857142857142	0.07142857142857142	0.0	0.07692307692307691	0.1111111111111111	0	2.0	0.0	7.0	1.0	0.0	1.0	0.0	17.0	7.0	11.0	2.0	4.0	3.0	1.0	1.0	1.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.09461077844311377	0.10134392697151551	0.08848797250859104	0.09693513898788311	0.15131578947368424	0.15624999999999997	0.057416267942583726	0.08	0.07407407407407408	0.006451612903225806	0.05000000000000001	0.11392405063291139	0.0	0.07456140350877193	0.10443037974683544	0.10526315789473684	0.11989795918367346	0.0	0.0	0.14285714285714285	0.16091954022988506	0.0	0.0	0.0	0.0	0.021276595744680854	0.0	0.0	0.125	0.2941176470588235	0.25	0.07142857142857142	0.02222222222222222	0.14705882352941174	0.04545454545454545	0.10515873015873015	0.18518518518518517	0.09523809523809525	0.25	0.0	0.15873015873015875	0.07692307692307691	0.05833333333333334	0.08913525498891352	0.0	0.07547169811320754	0.09090909090909091	1.0	0.0	0.0	0.07692307692307691	0.18421052631578946	0.15	0.10443037974683544	0.10526315789473685	0.0	0.0	0.125	0.14285714285714285	0.0	0.0	0.0	0.1111111111111111	0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	8.0	7.0	5.0	4.0	7.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
